7.0,20.0
10.0,24.0
17.0,28.0
31.0,32.0
46.0,36.0
48.0,40.0
24.0,44.0
35.0,48.0
27.0,52.0
27.0,56.0
22.0,60.0
10.0,64.0
13.0,68.0
8.0,72.0
8.0,76.0
2.0,80.0
2.0,84.0
3.0,88.0
1.0,92.0
4.0,96.0
2.0,104.0
1.0,108.0
1.0,112.0
3.0,116.0
3.0,124.0
1.0,132.0
1.0,136.0
1.0,140.0
1.0,144.0
1.0,148.0
1.0,156.0
1.0,176.0
